sample,system,nobs,sample_start,sample_end,variables,det_order,deterministic,k_ar_diff,r_null,trace_stat,trace_crit_95,trace_reject_95,maxeig_stat,maxeig_crit_95,maxeig_reject_95,selected_trace_rank_5pct,selected_maxeig_rank_5pct,error
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",1,linear_trend,2,1,82.41423282673136,79.3422,True,27.96528707273227,37.1646,False,2,0,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",1,linear_trend,2,2,54.4489457539991,55.2459,False,22.876055822626338,30.8151,False,2,0,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",1,linear_trend,2,3,31.572889931372757,35.0116,False,19.14801900996923,24.2522,False,2,0,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",1,linear_trend,2,4,12.42487092140353,18.3985,False,8.043659318390615,17.1481,False,2,0,
robustness,liquidity_credit_housing_income_dax,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock,ln_nfc_loans_ea_stock,ln_house_price_de_real,ln_compensation_ea20_real,ln_dax_real_de",1,linear_trend,2,5,4.381211603012914,3.8415,True,4.381211603012914,3.8415,True,2,0,
robustness,liquidity_pair_ln_hh_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock",-1,none,1,0,10.535611683034071,12.3212,False,9.654452425018404,11.2246,False,0,0,
robustness,liquidity_pair_ln_hh_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock",-1,none,1,1,0.8811592580156685,4.1296,False,0.8811592580156685,4.1296,False,0,0,
robustness,liquidity_pair_ln_hh_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock",-1,none,2,0,3.500806371164086,12.3212,False,2.078562715710711,11.2246,False,0,0,
robustness,liquidity_pair_ln_hh_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock",-1,none,2,1,1.4222436554533753,4.1296,False,1.4222436554533753,4.1296,False,0,0,
robustness,liquidity_pair_ln_hh_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock",0,constant,1,0,9.729343614551272,15.4943,False,7.183271499090073,14.2639,False,0,0,
robustness,liquidity_pair_ln_hh_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock",0,constant,1,1,2.5460721154612007,3.8415,False,2.5460721154612007,3.8415,False,0,0,
robustness,liquidity_pair_ln_hh_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock",0,constant,2,0,6.763761133769457,15.4943,False,6.598706416833813,14.2639,False,0,0,
robustness,liquidity_pair_ln_hh_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock",0,constant,2,1,0.16505471693564408,3.8415,False,0.16505471693564408,3.8415,False,0,0,
robustness,liquidity_pair_ln_hh_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock",1,linear_trend,1,0,8.608736981804524,18.3985,False,6.519388062489462,17.1481,False,0,0,
robustness,liquidity_pair_ln_hh_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock",1,linear_trend,1,1,2.0893489193150625,3.8415,False,2.0893489193150625,3.8415,False,0,0,
robustness,liquidity_pair_ln_hh_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock",1,linear_trend,2,0,18.72596405664343,18.3985,True,12.246487576921727,17.1481,False,2,0,
robustness,liquidity_pair_ln_hh_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_hh_loans_ea_stock",1,linear_trend,2,1,6.479476479721704,3.8415,True,6.479476479721704,3.8415,True,2,0,
robustness,liquidity_pair_ln_nfc_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_nfc_loans_ea_stock",-1,none,1,0,6.947407373870062,12.3212,False,6.93878172519074,11.2246,False,0,0,
robustness,liquidity_pair_ln_nfc_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_nfc_loans_ea_stock",-1,none,1,1,0.008625648679322495,4.1296,False,0.008625648679322495,4.1296,False,0,0,
robustness,liquidity_pair_ln_nfc_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_nfc_loans_ea_stock",-1,none,2,0,4.580590152847857,12.3212,False,4.368418760466779,11.2246,False,0,0,
robustness,liquidity_pair_ln_nfc_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_nfc_loans_ea_stock",-1,none,2,1,0.2121713923810787,4.1296,False,0.2121713923810787,4.1296,False,0,0,
robustness,liquidity_pair_ln_nfc_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_nfc_loans_ea_stock",0,constant,1,0,8.711624023029852,15.4943,False,7.533765225005669,14.2639,False,0,0,
robustness,liquidity_pair_ln_nfc_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_nfc_loans_ea_stock",0,constant,1,1,1.1778587980241828,3.8415,False,1.1778587980241828,3.8415,False,0,0,
robustness,liquidity_pair_ln_nfc_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_nfc_loans_ea_stock",0,constant,2,0,11.87280767893576,15.4943,False,10.152732674712437,14.2639,False,0,0,
robustness,liquidity_pair_ln_nfc_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_nfc_loans_ea_stock",0,constant,2,1,1.7200750042233246,3.8415,False,1.7200750042233246,3.8415,False,0,0,
robustness,liquidity_pair_ln_nfc_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_nfc_loans_ea_stock",1,linear_trend,1,0,7.78462947760217,18.3985,False,6.241480808476542,17.1481,False,0,0,
robustness,liquidity_pair_ln_nfc_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_nfc_loans_ea_stock",1,linear_trend,1,1,1.5431486691256286,3.8415,False,1.5431486691256286,3.8415,False,0,0,
robustness,liquidity_pair_ln_nfc_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_nfc_loans_ea_stock",1,linear_trend,2,0,15.159964808388176,18.3985,False,8.71491766460738,17.1481,False,0,0,
robustness,liquidity_pair_ln_nfc_loans_ea_stock,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_nfc_loans_ea_stock",1,linear_trend,2,1,6.445047143780794,3.8415,True,6.445047143780794,3.8415,True,0,0,
robustness,liquidity_pair_ln_house_price_de_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_house_price_de_real",-1,none,1,0,13.601774635548281,12.3212,True,13.306292732716093,11.2246,True,1,1,
robustness,liquidity_pair_ln_house_price_de_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_house_price_de_real",-1,none,1,1,0.29548190283218734,4.1296,False,0.29548190283218734,4.1296,False,1,1,
robustness,liquidity_pair_ln_house_price_de_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_house_price_de_real",-1,none,2,0,9.277988778686947,12.3212,False,9.137744033968188,11.2246,False,0,0,
robustness,liquidity_pair_ln_house_price_de_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_house_price_de_real",-1,none,2,1,0.14024474471876006,4.1296,False,0.14024474471876006,4.1296,False,0,0,
robustness,liquidity_pair_ln_house_price_de_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_house_price_de_real",0,constant,1,0,10.382667282990154,15.4943,False,9.029839036919661,14.2639,False,0,0,
robustness,liquidity_pair_ln_house_price_de_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_house_price_de_real",0,constant,1,1,1.3528282460704932,3.8415,False,1.3528282460704932,3.8415,False,0,0,
robustness,liquidity_pair_ln_house_price_de_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_house_price_de_real",0,constant,2,0,9.312711637935665,15.4943,False,7.381372732435353,14.2639,False,0,0,
robustness,liquidity_pair_ln_house_price_de_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_house_price_de_real",0,constant,2,1,1.9313389055003116,3.8415,False,1.9313389055003116,3.8415,False,0,0,
robustness,liquidity_pair_ln_house_price_de_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_house_price_de_real",1,linear_trend,1,0,10.843246104616666,18.3985,False,6.694258176056254,17.1481,False,0,0,
robustness,liquidity_pair_ln_house_price_de_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_house_price_de_real",1,linear_trend,1,1,4.1489879285604125,3.8415,True,4.1489879285604125,3.8415,True,0,0,
robustness,liquidity_pair_ln_house_price_de_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_house_price_de_real",1,linear_trend,2,0,16.332807773589867,18.3985,False,11.206592910928006,17.1481,False,0,0,
robustness,liquidity_pair_ln_house_price_de_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_house_price_de_real",1,linear_trend,2,1,5.126214862661862,3.8415,True,5.126214862661862,3.8415,True,0,0,
robustness,liquidity_pair_ln_dax_real_de,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_dax_real_de",-1,none,1,0,18.692855905546622,12.3212,True,12.82873611448319,11.2246,True,2,2,
robustness,liquidity_pair_ln_dax_real_de,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_dax_real_de",-1,none,1,1,5.864119791063432,4.1296,True,5.864119791063432,4.1296,True,2,2,
robustness,liquidity_pair_ln_dax_real_de,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_dax_real_de",-1,none,2,0,13.851568369646985,12.3212,True,9.314958652415285,11.2246,False,2,0,
robustness,liquidity_pair_ln_dax_real_de,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_dax_real_de",-1,none,2,1,4.5366097172317,4.1296,True,4.5366097172317,4.1296,True,2,0,
robustness,liquidity_pair_ln_dax_real_de,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_dax_real_de",0,constant,1,0,10.4071348736314,15.4943,False,8.187756101749297,14.2639,False,0,0,
robustness,liquidity_pair_ln_dax_real_de,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_dax_real_de",0,constant,1,1,2.2193787718821025,3.8415,False,2.2193787718821025,3.8415,False,0,0,
robustness,liquidity_pair_ln_dax_real_de,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_dax_real_de",0,constant,2,0,9.698802522451993,15.4943,False,8.55851632397231,14.2639,False,0,0,
robustness,liquidity_pair_ln_dax_real_de,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_dax_real_de",0,constant,2,1,1.1402861984796855,3.8415,False,1.1402861984796855,3.8415,False,0,0,
robustness,liquidity_pair_ln_dax_real_de,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_dax_real_de",1,linear_trend,1,0,17.349000977649883,18.3985,False,14.331522527361068,17.1481,False,0,0,
robustness,liquidity_pair_ln_dax_real_de,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_dax_real_de",1,linear_trend,1,1,3.017478450288814,3.8415,False,3.017478450288814,3.8415,False,0,0,
robustness,liquidity_pair_ln_dax_real_de,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_dax_real_de",1,linear_trend,2,0,20.934717168074876,18.3985,True,13.340487154865423,17.1481,False,2,0,
robustness,liquidity_pair_ln_dax_real_de,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_dax_real_de",1,linear_trend,2,1,7.5942300132094545,3.8415,True,7.5942300132094545,3.8415,True,2,0,
robustness,liquidity_pair_ln_compensation_ea20_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",-1,none,1,0,9.618931158691353,12.3212,False,9.425255847518969,11.2246,False,0,0,
robustness,liquidity_pair_ln_compensation_ea20_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",-1,none,1,1,0.1936753111723842,4.1296,False,0.1936753111723842,4.1296,False,0,0,
robustness,liquidity_pair_ln_compensation_ea20_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",-1,none,2,0,7.040986459921584,12.3212,False,6.64177041938443,11.2246,False,0,0,
robustness,liquidity_pair_ln_compensation_ea20_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",-1,none,2,1,0.39921604053715426,4.1296,False,0.39921604053715426,4.1296,False,0,0,
robustness,liquidity_pair_ln_compensation_ea20_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",0,constant,1,0,16.38940882174274,15.4943,True,15.13536361231414,14.2639,True,1,1,
robustness,liquidity_pair_ln_compensation_ea20_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",0,constant,1,1,1.2540452094285988,3.8415,False,1.2540452094285988,3.8415,False,1,1,
robustness,liquidity_pair_ln_compensation_ea20_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",0,constant,2,0,17.089799613190625,15.4943,True,15.97555997371551,14.2639,True,1,1,
robustness,liquidity_pair_ln_compensation_ea20_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",0,constant,2,1,1.1142396394751133,3.8415,False,1.1142396394751133,3.8415,False,1,1,
robustness,liquidity_pair_ln_compensation_ea20_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",1,linear_trend,1,0,24.050023535773896,18.3985,True,17.430382104804046,17.1481,True,2,2,
robustness,liquidity_pair_ln_compensation_ea20_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",1,linear_trend,1,1,6.619641430969851,3.8415,True,6.619641430969851,3.8415,True,2,2,
robustness,liquidity_pair_ln_compensation_ea20_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",1,linear_trend,2,0,28.650173881344497,18.3985,True,15.257475130805865,17.1481,False,2,0,
robustness,liquidity_pair_ln_compensation_ea20_real,84,2005-03-31,2025-12-31,"ln_ecb_assets_ea_stock,ln_compensation_ea20_real",1,linear_trend,2,1,13.392698750538633,3.8415,True,13.392698750538633,3.8415,True,2,0,
