date,month,quarter,regime,identification_regime,event_count,missing_month_flag,timing_factor_event_count,timing_factor_monthly_sum,timing_factor_monthly_mean,timing_factor_monthly_abs_sum,timing_factor_monthly_cumulative,target_factor_event_count,target_factor_monthly_sum,target_factor_monthly_mean,target_factor_monthly_abs_sum,target_factor_monthly_cumulative,fg_factor_event_count,fg_factor_monthly_sum,fg_factor_monthly_mean,fg_factor_monthly_abs_sum,fg_factor_monthly_cumulative,qe_factor_event_count,qe_factor_monthly_sum,qe_factor_monthly_mean,qe_factor_monthly_abs_sum,qe_factor_monthly_cumulative,weighted_composite_monthly_sum,weighted_composite_monthly_mean,weighted_composite_monthly_abs_sum,weighted_composite_monthly_cumulative
2016-09-30,2016-09,2016Q3,qe_era,qe_era,1,False,1,0.1479043768192402,0.1479043768192402,0.1479043768192402,-4.1594322662800565,1,0.1648766883653321,0.1648766883653321,0.1648766883653321,-29.33171725801766,1,0.5282410794633945,0.5282410794633945,0.5282410794633945,-27.5626620771634,1,0.0567615276994969,0.0567615276994969,0.0567615276994969,1.8454727612981694,0.07561654059854234,0.07561654059854234,0.07561654059854234,-7.1030706948996585
2016-10-31,2016-10,2016Q4,qe_era,qe_era,1,False,1,-0.1704458475051896,-0.1704458475051896,0.1704458475051896,-4.329878113785246,1,-0.2920680343648117,-0.2920680343648117,0.2920680343648117,-29.623785292382472,1,0.8260122703558284,0.8260122703558284,0.8260122703558284,-26.73664980680757,1,-2.322154941200411,-2.322154941200411,2.322154941200411,-0.4766821799022418,-0.20557665765342625,-0.20557665765342625,0.20557665765342625,-7.308647352553085
2016-11-30,2016-11,2016Q4,qe_era,qe_era,0,True,0,,,,-4.329878113785246,0,,,,-29.623785292382472,0,,,,-26.73664980680757,0,,,,-0.4766821799022418,,,,-7.308647352553085
2016-12-31,2016-12,2016Q4,qe_era,qe_era,1,False,1,0.4399717031500111,0.4399717031500111,0.4399717031500111,-3.889906410635235,1,0.1691507915304835,0.1691507915304835,0.1691507915304835,-29.454634500851988,1,0.0226953030497225,0.0226953030497225,0.0226953030497225,-26.713954503757847,1,-0.2593371251789101,-0.2593371251789101,0.2593371251789101,-0.7360193050811519,0.04804391654054044,0.04804391654054044,0.04804391654054044,-7.260603436012545
2017-01-31,2017-01,2017Q1,qe_era,qe_era,1,False,1,0.0093588208413247,0.0093588208413247,0.0093588208413247,-3.88054758979391,1,-0.4105442310217722,-0.4105442310217722,0.4105442310217722,-29.865178731873762,1,0.2431984979976612,0.2431984979976612,0.2431984979976612,-26.470756005760187,1,0.0660935248673686,0.0660935248673686,0.0660935248673686,-0.6699257802137832,-0.014430612868856305,-0.014430612868856305,0.014430612868856305,-7.275034048881401
2017-02-28,2017-02,2017Q1,qe_era,qe_era,0,True,0,,,,-3.88054758979391,0,,,,-29.865178731873762,0,,,,-26.470756005760187,0,,,,-0.6699257802137832,,,,-7.275034048881401
2017-03-31,2017-03,2017Q1,qe_era,qe_era,1,False,1,-0.960609007249146,-0.960609007249146,0.960609007249146,-4.841156597043057,1,-0.4392096585343724,-0.4392096585343724,0.4392096585343724,-30.304388390408135,1,2.4955224124130466,2.4955224124130466,2.4955224124130466,-23.97523359334714,1,4.599149350612705,4.599149350612705,4.599149350612705,3.9292235703989213,0.436407092538428,0.436407092538428,0.436407092538428,-6.8386269563429725
2017-04-30,2017-04,2017Q2,qe_era,qe_era,1,False,1,0.1538692966514039,0.1538692966514039,0.1538692966514039,-4.687287300391652,1,-0.1920357971434694,-0.1920357971434694,0.1920357971434694,-30.496424187551604,1,0.123780888608999,0.123780888608999,0.123780888608999,-23.851452704738143,1,-1.699993482155648,-1.699993482155648,1.699993482155648,2.2292300882432734,-0.1471287665824357,-0.1471287665824357,0.1471287665824357,-6.985755722925409
2017-05-31,2017-05,2017Q2,qe_era,qe_era,0,True,0,,,,-4.687287300391652,0,,,,-30.496424187551604,0,,,,-23.851452704738143,0,,,,2.2292300882432734,,,,-6.985755722925409
2017-06-30,2017-06,2017Q2,qe_era,qe_era,1,False,1,0.2547767503349349,0.2547767503349349,0.2547767503349349,-4.432510550056717,1,-0.2694529487304556,-0.2694529487304556,0.2694529487304556,-30.76587713628206,1,-0.3184746197655031,-0.3184746197655031,0.3184746197655031,-24.169927324503647,1,-0.7510705029798048,-0.7510705029798048,0.7510705029798048,1.4781595852634686,-0.08489410472597968,-0.08489410472597968,0.08489410472597968,-7.070649827651388
2017-07-31,2017-07,2017Q3,qe_era,qe_era,1,False,1,-0.2131780818777752,-0.2131780818777752,0.2131780818777752,-4.645688631934492,1,-0.6766266990790301,-0.6766266990790301,0.6766266990790301,-31.44250383536109,1,0.0973040968673829,0.0973040968673829,0.0973040968673829,-24.072623227636264,1,0.5149302991776582,0.5149302991776582,0.5149302991776582,1.993089884441127,-0.035521728481816735,-0.035521728481816735,0.035521728481816735,-7.106171556133204
