sample_name,response,response_label,channel,response_role,shock,horizon_months,cumulative_response,cumulative_se_independence_approx,ci_90_low,ci_90_high,ci_95_low,ci_95_high,ci_68_low,ci_68_high,significant_90,significant_95,shock_normalization,ci_method,interpretation_layer
exclude_covid,ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,0,0.04568926444807478,0.023338447829020486,0.007300933889092719,0.08407759500705683,-5.325275187238743e-05,0.09143178164802195,0.02248016102262581,0.06889836787352374,True,False,1_sd_surprise,sum_of_horizon_betas_with_independence_se_approximation,reduced_form_dynamic_transmission
exclude_covid,ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,1,0.09382544787619604,0.03603512738392932,0.03455293790108158,0.1530979578513105,0.023197896025381512,0.16445299972701055,0.05799003137677988,0.1296608643756122,True,True,1_sd_surprise,sum_of_horizon_betas_with_independence_se_approximation,reduced_form_dynamic_transmission
exclude_covid,ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,3,0.23291502812381867,0.052297178055648576,0.14689382511965818,0.3189362311279792,0.13041444264166902,0.33541561360596833,0.18090768713675484,0.28492236911088253,True,True,1_sd_surprise,sum_of_horizon_betas_with_independence_se_approximation,reduced_form_dynamic_transmission
exclude_covid,ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,6,0.379801643271055,0.07260166702778727,0.26038252793767597,0.499220758604434,0.23750499067902278,0.5220982958630872,0.30760234316110235,0.4520009433810076,True,True,1_sd_surprise,sum_of_horizon_betas_with_independence_se_approximation,reduced_form_dynamic_transmission
exclude_covid,ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,12,0.49182762906340033,0.09988240627598823,0.32753569083170064,0.6561195672951,0.296061710073266,0.6875935480535347,0.39249878274828454,0.5911564753785161,True,True,1_sd_surprise,sum_of_horizon_betas_with_independence_se_approximation,reduced_form_dynamic_transmission
exclude_covid,ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,24,0.44677786687195353,0.12956398120003443,0.23366408247280454,0.6598916512711025,0.1928371300262614,0.7007186037176456,0.317931944387539,0.575623789356368,True,True,1_sd_surprise,sum_of_horizon_betas_with_independence_se_approximation,reduced_form_dynamic_transmission
exclude_covid,ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,0,0.006788583364639934,0.007180207590795057,-0.005021807133343808,0.018598973862623675,-0.007284364914839489,0.020861531644119358,-0.0003518306771087198,0.013928997406388588,False,False,1_sd_surprise,sum_of_horizon_betas_with_independence_se_approximation,reduced_form_dynamic_transmission
exclude_covid,ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,1,0.030542527955194878,0.01156778392805187,0.011515216605347812,0.04956983930504194,0.007870088075271939,0.05321496783511782,0.019038854036676614,0.04204620187371314,True,True,1_sd_surprise,sum_of_horizon_betas_with_independence_se_approximation,reduced_form_dynamic_transmission
exclude_covid,ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,3,0.048278891070320115,0.020291467089564325,0.014902397831883803,0.08165538430875643,0.008508346381294246,0.08804943575934598,0.028099881661211606,0.06845790047942862,True,True,1_sd_surprise,sum_of_horizon_betas_with_independence_se_approximation,reduced_form_dynamic_transmission
exclude_covid,ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,6,0.07902676937693909,0.029151001107901985,0.031077639475340126,0.12697589927853806,0.021891857092163985,0.1361616816617142,0.050037326521729715,0.10801621223214847,True,True,1_sd_surprise,sum_of_horizon_betas_with_independence_se_approximation,reduced_form_dynamic_transmission
exclude_covid,ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,12,0.1278795679432136,0.03978729129719786,0.06243529754644295,0.19332383833998423,0.04989790995830186,0.20586122592812534,0.08831278246115237,0.1674463534252748,True,True,1_sd_surprise,sum_of_horizon_betas_with_independence_se_approximation,reduced_form_dynamic_transmission
