response,response_label,channel,response_role,shock,horizon_months,coefficient_common_sample,ci_68_low,ci_68_high,ci_90_low,ci_90_high,ci_95_low,ci_95_high,bootstrap_replications,bootstrap_method,block_length,block_length_rule,nobs_common_horizon_sample,interpretation_layer
ln_nfc_loans_ea_stock,NFC credit,financial_credit,monthly,target_factor_monthly_easing,24,-0.000945344977558459,-0.005062819175686917,0.002685064263716664,-0.007038656714420237,0.0047468506526903735,-0.007620199104528421,0.0055054696651655926,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,0,0.04831952104003453,0.028223884434846302,0.07473998396524316,0.012063345613795764,0.08580177719241888,0.005514084624606187,0.09045098702070285,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,1,0.05305386491790152,0.02681292151612693,0.08624112944351085,0.0077803439667800695,0.10309653000350408,0.0006553413745559497,0.10749093880777269,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,3,0.13168072788447518,0.08586666010121025,0.18443482255919955,0.05796928142003224,0.2202699605408223,0.04360279893243785,0.23042840994928526,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,6,0.13925284780171976,0.07770870612488734,0.21223432169632206,0.04115618275155704,0.25583610759246334,0.01637304418956613,0.28110372203927714,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,12,0.07528449470630728,-0.0015042898639998328,0.1616975436618517,-0.041002175549831286,0.21807194195696872,-0.07654301492558918,0.23628306890427914,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ecb_house_purchase_growth_yoy,house-purchase lending growth,housing_finance,canonical_proxy,target_factor_monthly_easing,24,-0.12620504681845857,-0.22301926782356715,-0.03947592278422116,-0.27336468051567575,0.010770296585576896,-0.3052104823970849,0.05175063685191528,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
ln_ecb_house_purchase_pure_new_loans,pure new house-purchase loans,housing_finance,short_window_proxy,target_factor_monthly_easing,0,-0.009465597241837891,-0.02361244616852215,0.004609681741746032,-0.02969739919324752,0.01021585180949229,-0.03201582329910397,0.012695640773633606,399,wild,0,manual_or_not_applicable,73,dependence_aware_reduced_form_uncertainty
ln_ecb_house_purchase_pure_new_loans,pure new house-purchase loans,housing_finance,short_window_proxy,target_factor_monthly_easing,1,0.013031937471900594,-0.0019956340718181487,0.02796085653807917,-0.007180634822967713,0.03453676785667552,-0.01048006483350785,0.03773634274766755,399,wild,0,manual_or_not_applicable,73,dependence_aware_reduced_form_uncertainty
ln_ecb_house_purchase_pure_new_loans,pure new house-purchase loans,housing_finance,short_window_proxy,target_factor_monthly_easing,3,-2.247643120281289e-05,-0.01782905475422154,0.019205042923987267,-0.027223577184761098,0.026234982532628796,-0.031215157927666756,0.02938009696645732,399,wild,0,manual_or_not_applicable,73,dependence_aware_reduced_form_uncertainty
ln_ecb_house_purchase_pure_new_loans,pure new house-purchase loans,housing_finance,short_window_proxy,target_factor_monthly_easing,6,0.01757402746715698,0.0030086939925924663,0.03438515037502316,-0.006089653152238339,0.04009993364712996,-0.008244980975032193,0.04434458275809839,399,wild,0,manual_or_not_applicable,73,dependence_aware_reduced_form_uncertainty
ln_ecb_house_purchase_pure_new_loans,pure new house-purchase loans,housing_finance,short_window_proxy,target_factor_monthly_easing,12,-0.0024568383245549856,-0.01627882116945234,0.012023460129942964,-0.027440309085377926,0.021820150726645234,-0.02999879404610378,0.024976432492396772,399,wild,0,manual_or_not_applicable,73,dependence_aware_reduced_form_uncertainty
ln_ecb_house_purchase_pure_new_loans,pure new house-purchase loans,housing_finance,short_window_proxy,target_factor_monthly_easing,24,-0.03082407637987003,-0.06096577511934319,-0.004203400526208611,-0.07376077422011734,0.011106538616526425,-0.07758542925239177,0.014419386190562874,399,wild,0,manual_or_not_applicable,73,dependence_aware_reduced_form_uncertainty
ecb_wage_tracker_ex_oneoffs_real_yoy,real wage tracker excl. one-offs,compensation_proxy,canonical_proxy,target_factor_monthly_easing,0,-0.06841114358201142,-0.1088040394182476,-0.03315241750422541,-0.13219855423768753,-0.01611875243723653,-0.13913179048809113,-0.012212193236851642,399,wild,0,manual_or_not_applicable,128,dependence_aware_reduced_form_uncertainty
ecb_wage_tracker_ex_oneoffs_real_yoy,real wage tracker excl. one-offs,compensation_proxy,canonical_proxy,target_factor_monthly_easing,1,-0.010979726759589243,-0.05586924719443363,0.026484574737597577,-0.0793913405407324,0.05396455466403329,-0.08554535605759017,0.06422693311573695,399,wild,0,manual_or_not_applicable,128,dependence_aware_reduced_form_uncertainty
ecb_wage_tracker_ex_oneoffs_real_yoy,real wage tracker excl. one-offs,compensation_proxy,canonical_proxy,target_factor_monthly_easing,3,-0.0690323405004368,-0.11626228471062605,-0.02730310099017226,-0.14246523987167942,-0.000540219633399135,-0.15254771384176596,0.013866574384092684,399,wild,0,manual_or_not_applicable,128,dependence_aware_reduced_form_uncertainty
ecb_wage_tracker_ex_oneoffs_real_yoy,real wage tracker excl. one-offs,compensation_proxy,canonical_proxy,target_factor_monthly_easing,6,-0.07914298190212553,-0.1554141654357163,-0.015334493202661182,-0.19951267698102787,0.028157781983675967,-0.21680043793302178,0.05265812702181552,399,wild,0,manual_or_not_applicable,128,dependence_aware_reduced_form_uncertainty
ecb_wage_tracker_ex_oneoffs_real_yoy,real wage tracker excl. one-offs,compensation_proxy,canonical_proxy,target_factor_monthly_easing,12,-0.032784376751828895,-0.10993075284580853,0.041129345502287355,-0.16127645322619322,0.09439991096053212,-0.1881451362631161,0.1134343031326165,399,wild,0,manual_or_not_applicable,128,dependence_aware_reduced_form_uncertainty
ecb_wage_tracker_ex_oneoffs_real_yoy,real wage tracker excl. one-offs,compensation_proxy,canonical_proxy,target_factor_monthly_easing,24,0.2604509772829013,0.07101134618266208,0.4665509713081982,-0.009016786453699063,0.5280502556919846,-0.042800040061958755,0.5597916596556048,399,wild,0,manual_or_not_applicable,128,dependence_aware_reduced_form_uncertainty
eurostat_sts_industry_wage_bill_de_real_yoy,German industry real wage bill growth,compensation_proxy,sector_robustness_proxy,target_factor_monthly_easing,0,0.1960327688588053,0.0851639616106698,0.29569194942744886,0.03444057395971433,0.3638623554069544,0.004836481006034688,0.3947491400841045,399,wild,0,manual_or_not_applicable,211,dependence_aware_reduced_form_uncertainty
eurostat_sts_industry_wage_bill_de_real_yoy,German industry real wage bill growth,compensation_proxy,sector_robustness_proxy,target_factor_monthly_easing,1,0.40625596414056314,0.09724272736865452,0.6873730151443689,-0.005853115709786365,0.7988008345155834,-0.045301777188795134,0.8383644207868297,399,wild,0,manual_or_not_applicable,211,dependence_aware_reduced_form_uncertainty
eurostat_sts_industry_wage_bill_de_real_yoy,German industry real wage bill growth,compensation_proxy,sector_robustness_proxy,target_factor_monthly_easing,3,0.3541689499001191,0.13611824892807844,0.5532045578096465,0.012119682833440724,0.6694335733983753,-0.04692027046634461,0.73349351167678,399,wild,0,manual_or_not_applicable,211,dependence_aware_reduced_form_uncertainty
eurostat_sts_industry_wage_bill_de_real_yoy,German industry real wage bill growth,compensation_proxy,sector_robustness_proxy,target_factor_monthly_easing,6,0.4214725322526311,0.2611062763719539,0.5702352660221918,0.17202851816003778,0.6734966379210338,0.12523514087374327,0.7186390638801564,399,wild,0,manual_or_not_applicable,211,dependence_aware_reduced_form_uncertainty
eurostat_sts_industry_wage_bill_de_real_yoy,German industry real wage bill growth,compensation_proxy,sector_robustness_proxy,target_factor_monthly_easing,12,0.2278549165908347,0.037392307205400405,0.40541415438037254,-0.08152566679157447,0.50907262620851,-0.10236611703403321,0.5756249542128308,399,wild,0,manual_or_not_applicable,211,dependence_aware_reduced_form_uncertainty
eurostat_sts_industry_wage_bill_de_real_yoy,German industry real wage bill growth,compensation_proxy,sector_robustness_proxy,target_factor_monthly_easing,24,-0.10530197768793866,-0.25186302195077653,0.02724780143023164,-0.34233604927195316,0.12946033837931403,-0.3667486458451079,0.18268009316130498,399,wild,0,manual_or_not_applicable,211,dependence_aware_reduced_form_uncertainty
eurostat_ecfin_eei_ea20,employment expectations,labor_tightness,indirect_compensation_proxy,target_factor_monthly_easing,0,0.43035557080252124,0.14507671044191472,0.766871513066939,-0.03176310205116609,0.9072941828100193,-0.07733816014531576,0.9728163199972082,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
eurostat_ecfin_eei_ea20,employment expectations,labor_tightness,indirect_compensation_proxy,target_factor_monthly_easing,1,1.2473931445204953,0.15994494606414303,2.4812616480728016,-0.2337595047206892,2.7723059963578414,-0.40114677137299937,2.940330734604383,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
eurostat_ecfin_eei_ea20,employment expectations,labor_tightness,indirect_compensation_proxy,target_factor_monthly_easing,3,0.6793996214022373,0.1761846564587502,1.2443826759315957,-0.09250360049548381,1.532968915564137,-0.2388393273375338,1.6396376829488373,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
eurostat_ecfin_eei_ea20,employment expectations,labor_tightness,indirect_compensation_proxy,target_factor_monthly_easing,6,0.39300940338159723,0.00681647984086181,0.8125355632676265,-0.23037149006238572,1.0624521355811074,-0.30590234365021485,1.1582262284811566,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
eurostat_ecfin_eei_ea20,employment expectations,labor_tightness,indirect_compensation_proxy,target_factor_monthly_easing,12,0.2570337795568383,-0.2424308700748727,0.8731394038751756,-0.5271294398561036,1.124929628550559,-0.7218666290797954,1.2900424401693236,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
eurostat_ecfin_eei_ea20,employment expectations,labor_tightness,indirect_compensation_proxy,target_factor_monthly_easing,24,-0.7997155206974111,-1.1478621390726935,-0.46987496361760844,-1.4088529024680418,-0.2694165085241561,-1.5135143566261309,-0.09045012197352745,399,wild,0,manual_or_not_applicable,222,dependence_aware_reduced_form_uncertainty
