dataset,variable,transform,preferred_level_transform,nobs,start,end,adf_c_level_stat,adf_c_level_p,adf_ct_level_stat,adf_ct_level_p,kpss_c_level_stat,kpss_c_level_p,kpss_ct_level_stat,kpss_ct_level_p,pp_c_level_stat,pp_c_level_p,adf_c_diff_p,kpss_c_diff_p,test_notes,classification
monthly,dax_close,log_level,log,253,2005-01-31,2026-01-31,-0.6061885454595739,0.8695775285792088,-3.1832910672669414,0.08778287561623144,2.251647172314642,0.01,0.09597761988687248,0.1,-0.6526838108233555,0.8586279064269138,1.775160007040388e-22,0.1,,I(1)
monthly,dax_close,log_diff,log,252,2005-02-28,2026-01-31,-12.12656066137144,1.775160007040388e-22,-12.105525681725215,2.6045091795091455e-19,0.04372749229711145,0.1,0.03897477829622938,0.1,-14.813973269061169,2.0103968845409e-27,2.32112223123253e-17,0.1,,I(0)
monthly,dax_close,yoy_log_diff,log,241,2006-01-31,2026-01-31,-3.065535735315256,0.02921107759913622,-3.182760316094242,0.08789198140674687,0.0766347458623409,0.1,0.05605988606019275,0.1,-3.6150409302068525,0.005479903104492296,1.4167208459175358e-11,0.1,,I(0)
monthly,dax_real_de,preferred_level,log,252,2005-01-31,2025-12-31,-1.082427111909397,0.7220286545448173,-3.283583593481982,0.06899567705943634,2.116348204065084,0.01,0.09567896535149512,0.1,-1.168342149642127,0.6870637618827407,1.4604668539796752e-22,0.1,,I(1)
monthly,dax_real_de,level,log,252,2005-01-31,2025-12-31,-0.24665761920947363,0.9327267986312722,-2.2710007213763785,0.45005172118258235,2.116435970004032,0.01,0.11618121259952024,0.1,-0.16453400234513998,0.9426191413047942,3.709981061739623e-22,0.1,,I(1)
monthly,dax_real_de,first_diff_preferred,log,251,2005-02-28,2025-12-31,-12.165506036395573,1.4604668539796752e-22,-12.141094833897728,2.2889453250817297e-19,0.03781079911335311,0.1,0.037404146430887804,0.1,-14.657559629079223,3.422080824830057e-27,4.811144819930014e-17,0.1,,I(0)
monthly,dax_real_de,yoy_diff_preferred,log,240,2006-01-31,2025-12-31,-3.0701491576541557,0.02884261285450232,-3.1193566064155447,0.10170056225553087,0.05552279180554508,0.1,0.05192842662905767,0.1,-3.561775087085719,0.006535288884851431,3.562398283762561e-11,0.1,,I(0)
monthly,dax_real_de,log_level,log,252,2005-01-31,2025-12-31,-1.082427111909397,0.7220286545448173,-3.283583593481982,0.06899567705943634,2.116348204065084,0.01,0.09567896535149512,0.1,-1.168342149642127,0.6870637618827407,1.4604668539796752e-22,0.1,,I(1)
monthly,dax_real_de,log_diff,log,251,2005-02-28,2025-12-31,-12.165506036395573,1.4604668539796752e-22,-12.141094833897728,2.2889453250817297e-19,0.03781079911335311,0.1,0.037404146430887804,0.1,-14.657559629079223,3.422080824830057e-27,4.811144819930014e-17,0.1,,I(0)
monthly,dax_real_de,yoy_log_diff,log,240,2006-01-31,2025-12-31,-3.0701491576541557,0.02884261285450232,-3.1193566064155447,0.10170056225553087,0.05552279180554508,0.1,0.05192842662905767,0.1,-3.561775087085719,0.006535288884851431,3.562398283762561e-11,0.1,,I(0)
