"date","wx_shadow_rate","dfr_eop","dfr_avg","hh_loans_ea_stock","nfc_loans_ea_stock","dax_close","dax_volume","retail_de_mom_pct","retail_de_chained_index","hicp_de","hicp_ea20","hicp_ea","dax_real_de","hh_loans_real_de_hicp","nfc_loans_real_de_hicp"
2011-04-30,0.85814951620883,0.5,0.4,5543378.3,4762015.32,7514.46,2418035189,1.6,99.9490084153379,111.1,113.29,113.09,6763.6903690369,4989539.42394239,4286242.41224122
2011-05-31,1.03045524207155,0.5,0.5,5558668.52,4779899.23,7293.69,3554795797,-2.7,97.2503851881238,110.9,113.3,113.09,6576.8169522092,5012325.08566276,4310098.49413886
2011-06-30,1.34029609458441,0.5,0.5,5577796.14,4800737.27,7376.24,3215360956,2.6,99.778895203015,110.9,113.29,113.08,6651.25338142471,5029572.7141569,4328888.43101894
2011-07-31,1.26455269569282,0.75,0.653225806451613,5583968.61,4803204.41,7158.77,3292693324,0.4,100.178010783827,111.4,112.65,112.44,6426.18491921005,5012539.14721724,4311673.61759426
2011-08-31,0.962405788362268,0.75,0.75,5584607.63,4783406.86,5784.85,5610800980,0,100.178010783827,111.4,112.85,112.65,5192.86355475763,5013112.77378815,4293902.02872531
2011-09-30,0.405395843778201,0.75,0.75,5591896.31,4814833.65,5502.02,4649823722,-0.4,99.7772987406918,111.6,113.67,113.47,4930.12544802867,5010659.77598566,4314367.06989247
2011-10-31,0.57889285011067,0.75,0.75,5593460.25,4811119.25,6141.34,3736558785,0.5,100.276185234395,111.7,114.07,113.87,5498.06624888093,5007574.08236347,4307179.27484333
2011-11-30,0.0663685134264895,0.5,0.566666666666667,5602421.38,4818080.17,6088.84,4073300801,-0.7,99.5742519377544,111.7,114.17,113.97,5451.06535362578,5015596.58012534,4313411.07430618
2011-12-31,-0.732679941046388,0.25,0.354838709677419,5601272.41,4780389.75,5898.35,2996362409,0,99.5742519377544,112.5,114.54,114.35,5242.97777777778,4978908.80888889,4249235.33333333
2012-01-31,-0.295047161605289,0.25,0.25,5597263.31,4782074.46,6458.91,3829221229,-1.6,97.9810639067504,111.9,113.62,113.42,5772.03753351206,5002022.61840929,4273524.98659517
2012-02-29,-0.466779238835631,0.25,0.25,5587550.82,4770112,6856.08,3638816188,1.4,99.3527988014449,112.9,114.19,113.99,6072.70150575731,4949114.98671391,4225077.05934455
2012-03-31,-0.218043002151028,0.25,0.25,5589325.25,4757783.2,6946.83,3738004077,0.5,99.8495627954521,113.4,115.67,115.47,6125.95238095238,4928858.24514991,4195576.01410935
2012-04-30,-0.403268122290431,0.25,0.25,5588455.36,4762344.13,6761.19,3205428767,0.1,99.9494123582475,113.5,116.21,116,5956.99559471366,4923749.21585903,4195897.91189427
2012-05-31,-0.920817571659278,0.25,0.25,5591988.76,4766947.93,6264.38,3313192880,-0.4,99.5496147088145,113.3,116.06,115.84,5529.02030008826,4935559.36451898,4207367.98764342
2012-06-30,-0.674337113813955,0.25,0.25,5601377.52,4762357.96,6416.28,3383953438,1,100.545110855903,113.1,115.97,115.75,5673.10344827586,4952588.43501326,4210749.74358974
2012-07-31,-0.941258561604808,0,0.0806451612903226,5594357.17,4766665.53,6772.26,3146666153,-1.1,99.4391146364877,113.5,115.37,115.15,5966.74889867841,4928949.04845815,4199705.31277533
2012-08-31,-1.07731404595558,0,0,5590431,4732811.02,6970.79,2803906019,0.1,99.5385537511242,113.9,115.81,115.59,6120.09657594381,4908192.2739245,4155233.55575066
2012-09-30,-1.01139290827315,0,0,5590240.01,4714446.9,7216.15,3415170551,0.5,100.03624651988,113.9,116.65,116.43,6335.51360842844,4908024.59174715,4139110.53555751
2012-10-31,-0.93299900569296,0,0,5591688.19,4699731.47,7260.63,2733818261,-0.4,99.6361015338003,114,116.92,116.71,6368.97368421053,4904989.64035088,4122571.46491228
2012-11-30,-0.980478044458735,0,0,5598386.71,4698934,7405.5,2860482827,-0.5,99.1379210261313,113.8,116.69,116.47,6507.46924428823,4919496.23022847,4129115.99297012
2012-12-31,-1.08649020011554,0,0,5591517.24,4626923.94,7612.39,1841737575,0.4,99.5344727102358,114.8,117.1,116.89,6631.00174216028,4870659.61672474,4030421.55052265
2013-01-31,-0.607395455805335,0,0,5573633.48,4613793.07,7776.05,2808976006,0.2,99.7335416556563,114,115.9,115.67,6821.09649122807,4889152.1754386,4047186.90350877
2013-02-28,-0.809911248855197,0,0,5565996.99,4606776.78,7741.7,2807628163,-0.4,99.3346074890337,114.9,116.32,116.1,6737.77197563098,4844209.7389034,4009379.2689295
2013-03-31,-0.624940927954043,0,0,5566353.17,4603030.14,7795.31,3177620312,0.7,100.029949741457,115.4,117.69,117.47,6755.03466204506,4823529.61005199,3988760.95320624
2013-04-30,-0.675102857816942,0,0,5562261.59,4577516.52,7913.71,2688530776,-0.7,99.3297400932667,114.8,117.59,117.37,6893.4756097561,4845175.6010453,3987383.728223
2013-05-31,-0.179574487991047,0,0,5560678.41,4559765.18,8348.84,2390645490,0.7,100.02504827392,115.1,117.71,117.49,7253.55343179844,4831171.51172893,3961568.35794961
2013-06-30,0.519213211000743,0,0,5569348.43,4547054.36,7959.22,1943970860,-0.7,99.3248729360021,115.2,117.84,117.62,6909.04513888889,4834503.84548611,3947095.79861111
2013-07-31,-0.418195944253377,0,0,5566558.29,4528055.19,8275.97,2089886281,0.6,99.9208221736181,115.7,117.22,116.99,7152.95592048401,4811199.90492653,3913617.27744166
2013-08-31,-0.223009492472443,0,0,5561881.83,4498054.53,8103.15,1848214982,0,99.9208221736181,115.7,117.36,117.14,7003.58686257563,4807158.0207433,3887687.57994814
2013-09-30,-0.409676630590781,0,0,5564212.43,4491127.83,8594.4,2075406061,0.5,100.420426284486,115.7,117.93,117.71,7428.17631806396,4809172.3681936,3881700.80380294
2013-10-31,-0.378460224326801,0,0,5559294.85,4473076.68,9033.92,1941610681,-0.5,99.9183241530638,115.4,117.78,117.56,7828.35355285962,4817413.21490468,3876149.63604853
2013-11-30,-0.28997235602305,0,0,5562025.69,4466593.19,9405.3,1682449839,1.1,101.017425718748,115.6,117.68,117.47,8136.07266435986,4811440.9083045,3863834.93944637
2013-12-31,-0.118251928921012,0,0,5555023.25,4439840.61,9552.16,1439765766,-0.7,100.310303738716,116.2,118.09,117.88,8220.44750430293,4780570.78313253,3820861.11015491
2014-01-31,-0.49043188830192,0,0,5547792.7,4462702.43,9306.48,2147613273,0,100.310303738716,115.4,116.78,116.57,8064.54072790295,4807446.01386482,3867159.81802426
2014-02-28,-0.601483358180033,0,0,5542578.43,4438902.2,9692.08,1693660086,0.6,100.912165561149,116,117.14,116.93,8355.24137931035,4778084.85344828,3826639.82758621
2014-03-31,-0.695969673731561,0,0,5543770.78,4429614.86,9555.91,2016100299,0.6,101.517638554515,116.4,118.23,118.02,8209.54467353952,4762689.67353952,3805511.04810997
2014-04-30,-0.734019569446339,0,0,5542714.41,4424803.99,9603.23,1603707098,-0.6,100.908532723188,116.1,118.41,118.2,8271.51593453919,4774086.48578811,3811200.68044789
2014-05-31,-0.824046261921463,0,0,5542271.65,4415276.53,9943.27,1770768409,-0.7,100.202172994126,115.8,118.29,118.07,8586.58894645941,4786072.23661485,3812846.74438687
2014-06-30,-0.860851079145149,-0.1,-0.0666666666666667,5553118.75,4417093.77,9833.07,1713614311,1.3,101.50480124305,116.3,118.42,118.2,8454.91831470335,4774822.65692175,3798016.99914015
2014-07-31,-0.9576636246329,-0.1,-0.1,5548576.31,4401595.41,9407.48,1711877070,-1.4,100.083734025647,116.6,117.65,117.43,8068.16466552316,4758641.77530017,3774953.18181818
2014-08-31,-1.33886736574037,-0.1,-0.1,5542591.38,4380600.27,9470.17,1688401952,1.6,101.685073770057,116.6,117.79,117.57,8121.92967409949,4753508.90222985,3756947.05831904
2014-09-30,-1.3321349772163,-0.2,-0.17,5548532.26,4385819.26,9474.3,1722102414,-1,100.668223032357,116.6,118.3,118.08,8125.47169811321,4758603.99656947,3761423.03602058
2014-10-31,-1.55011186589179,-0.2,-0.2,5548569.86,4371854.44,9326.87,2631739947,1,101.67490526268,116.2,118.23,118.01,8026.56626506024,4775017.09122203,3762353.21858864
2014-11-30,-1.88596764749581,-0.2,-0.2,5553559.19,4373495.6,9980.85,1839387129,-0.2,101.471555452155,116.2,118.01,117.8,8589.37177280551,4779310.83476764,3763765.57659208
2014-12-31,-2.24901786273181,-0.2,-0.2,5555463.07,4253517.96,9805.55,1813077174,1.4,102.892157228485,116.3,117.89,117.69,8431.25537403267,4776838.40928633,3657367.11951849
2015-01-31,-2.63146135693218,-0.2,-0.2,5562061.56,4266868.7,10694.32,2374515241,0.4,103.303725857399,114.8,116.07,115.87,9315.60975609756,4845001.35888502,3716784.58188153
2015-02-28,-2.56119401440954,-0.2,-0.2,5555851.44,4274531.02,11401.66,1826408695,0,103.303725857399,115.9,116.79,116.58,9837.49784296808,4793659.56859362,3688119.94823123
2015-03-31,-2.59692568467898,-0.2,-0.2,5563326.12,4281308.05,11966.17,2177948409,-0.2,103.097118405684,116.6,118.15,117.94,10262.5814751286,4771291.69811321,3671790.78044597
2015-04-30,-2.00417666141715,-0.2,-0.2,5568850.22,4272029.8,11454.38,1808747099,0.7,103.818798234524,117.3,118.66,118.45,9765.02983802216,4747527.89428815,3641969.13895993
2015-05-31,-2.34785887813428,-0.2,-0.2,5572354.68,4268849.8,11413.82,1779420108,1.3,105.168442611573,117.7,118.99,118.78,9697.38317757009,4734371.01104503,3626890.22939677
2015-06-30,-2.34016993102482,-0.2,-0.2,5596932.32,4281862.7,10944.97,2239351434,-0.7,104.432263513292,117.6,119.01,118.79,9306.94727891156,4759296.19047619,3641039.71088435
2015-07-31,-2.56418362451706,-0.2,-0.2,5603039.33,4280915.49,11308.99,1893585746,1.4,105.894315202478,118,118.29,118.07,9583.88983050847,4748338.41525424,3627894.48305085
2015-08-31,-2.40126045007522,-0.2,-0.2,5608128.44,4257665,10259.46,2180550331,-0.6,105.258949311263,118,118.29,118.08,8694.45762711864,4752651.22033898,3608190.6779661
2015-09-30,-2.55926005306594,-0.2,-0.2,5618980.01,4257732.99,9660.44,2659219312,0.7,105.995761956442,117.6,118.53,118.32,8214.65986394558,4778044.22619048,3620521.25
2015-10-31,-2.72919154103641,-0.2,-0.2,5637814.15,4260848.87,10850.14,2186073671,-0.2,105.783770432529,117.6,118.68,118.47,9226.30952380952,4794059.65136055,3623170.80782313
2015-11-30,-2.86056135935495,-0.2,-0.2,5651373.49,4282225.5,11382.23,1732704793,-0.3,105.466419121231,116.5,118.16,117.96,9770.15450643777,4850964.36909871,3675730.04291845
2015-12-31,-2.56155938042516,-0.3,-0.274193548387097,5648249.24,4258010.25,10743.01,1840168989,2.9,108.524945275747,116.6,118.18,117.98,9213.55917667238,4844124.5626072,3651809.81989708
2016-01-31,-3.22173754663726,-0.3,-0.3,5638559.47,4270590.15,9798.11,2233594821,-1.6,106.788546151335,115.3,116.45,116.24,8497.92714657415,4890337.78837814,3703894.31916739
2016-02-29,-3.67688476645014,-0.3,-0.3,5640304.18,4284846.48,9495.4,2532410105,-0.3,106.468180512881,115.7,116.64,116.44,8206.91443388073,4874938.78997407,3703410.9593777
2016-03-31,-3.76276870216407,-0.4,-0.351612903225806,5649301.47,4274233.31,9965.51,2101602647,-0.7,105.722903249291,116.8,118.09,117.89,8532.1147260274,4836730.71061644,3659446.32705479
2016-04-30,-3.62411498169732,-0.4,-0.4,5656293.68,4274478.18,10038.97,1853010387,0,105.722903249291,116.9,118.35,118.14,8587.65611633875,4838574.57656116,3656525.38922156
2016-05-31,-3.81145746297543,-0.4,-0.4,5665525.79,4290218.21,10262.74,1777347363,0.5,106.251517765537,117.6,118.84,118.64,8726.81972789116,4817623.97108844,3648144.73639456
2016-06-30,-4.33539550300143,-0.4,-0.4,5690543.08,4303892.28,9680.09,2495784042,-0.3,105.932763212241,117.7,119.05,118.85,8224.37553101104,4834785.96431606,3656662.93967715
2016-07-31,-4.54475309776063,-0.4,-0.4,5696827.24,4302810.5,10337.5,1865426241,1.3,107.309889134,118.4,118.48,118.27,8730.99662162162,4811509.49324324,3634130.48986486
2016-08-31,-4.52194880620808,-0.4,-0.4,5701108.56,4283991.25,10592.69,1610860315,0.2,107.524508912268,118.3,118.55,118.34,8954.09129332206,4819195.73964497,3621294.37869823
2016-09-30,-4.56958232529982,-0.4,-0.4,5708847.08,4289154.01,10511.02,2189282362,-0.8,106.66431284097,118.2,119,118.79,8892.57191201354,4829819.86463621,3628725.89678511
2016-10-31,-3.62450818533071,-0.4,-0.4,5718663,4296770.74,10665.01,1852130185,3.1,109.97090653904,118.4,119.27,119.07,9007.6097972973,4829951.85810811,3629029.34121622
2016-11-30,-4.17791648313097,-0.4,-0.4,5735284.23,4311765.96,10640.3,2192403933,-2.2,107.551546595181,117.3,118.85,118.65,9071.01449275362,4889415.37084399,3675844.80818414
2016-12-31,-4.52378545009338,-0.4,-0.4,5733207.95,4299704.53,11481.06,1979961967,3.2,110.993196086227,118.4,119.48,119.28,9696.84121621621,4842236.44425676,3631507.20439189
2017-01-31,-4.62392965913855,-0.4,-0.4,5735930.18,4313393.9,11535.31,1895972861,-2.4,108.329359380157,117.3,118.45,118.25,9834.02387041773,4889966.05285592,3677232.6513214
2017-02-28,-5.32226999172034,-0.4,-0.4,5743320.36,4323215.91,11834.41,1686342683,0.5,108.871006177058,118.2,118.92,118.71,10012.1912013536,4858985.07614213,3657543.07106599
2017-03-31,-5.3752556554153,-0.4,-0.4,5759655.52,4335066.3,12312.87,2425447979,2.5,111.592781331484,118.5,119.9,119.7,10390.6075949367,4860468.79324894,3658283.79746835
2017-04-30,-5.33407689309152,-0.4,-0.4,5768521.78,4341185.88,12438.01,1695541767,-1.3,110.142075174175,119.2,120.58,120.38,10434.572147651,4839363.90939597,3641934.46308725
2017-05-31,-5.50204190409505,-0.4,-0.4,5784633.43,4346204.18,12615.06,2067551402,0.9,111.133353850743,119.2,120.48,120.28,10583.1040268456,4852880.3942953,3646144.44630872
2017-06-30,-5.13594232120597,-0.4,-0.4,5808919.55,4326069.04,12325.12,2132366543,0.2,111.355620558444,119.7,120.6,120.39,10296.6750208855,4852898.5380117,3614092.76524645
2017-07-31,-5.18476841313808,-0.4,-0.4,5817141.85,4337130.08,12118.25,1829111161,0,111.355620558444,120.4,120.06,119.85,10064.9916943522,4831513.16445183,3602267.50830565
2017-08-31,-5.43884352971737,-0.4,-0.4,5822549.51,4315826.81,12055.84,1790458099,-0.7,110.576131214535,120.5,120.37,120.17,10004.846473029,4831991.29460581,3581599.01244813
2017-09-30,-5.25639929937648,-0.4,-0.4,5838275.36,4317246.13,12828.86,1825577436,2.2,113.008806101255,120.5,120.85,120.64,10646.356846473,4845041.79253112,3582776.87136929
2017-10-31,-5.31810672404151,-0.4,-0.4,5849165.72,4343481.94,13229.57,1610404729,-1.7,111.087656397534,120.2,120.91,120.7,11006.2978369384,4866194.44259567,3613545.70715474
2017-11-30,-5.22296494543323,-0.4,-0.4,5867131.88,4363723.69,13023.98,2185792261,0.9,112.087445305111,119.4,120.67,120.46,10907.8559463987,4913845.79564489,3654709.95812395
2017-12-31,-4.82519963239969,-0.4,-0.4,5871209.54,4350143.45,12917.64,1664167501,2.4,114.777543992434,120.2,121.08,120.88,10746.7886855241,4884533.72712146,3619087.72878536
2018-01-31,-4.71829999634062,-0.4,-0.4,5873705.05,4378399.07,13189.48,2165598359,-3,111.334217672661,119,119.99,119.78,11083.5966386555,4935886.59663866,3679326.94957983
2018-02-28,-5.14662819274651,-0.4,-0.4,5878115.37,4375066.17,12435.85,2391099049,-0.9,110.332209713607,119.6,120.25,120.04,10397.8678929766,4914812.18227425,3658082.0819398
2018-03-31,-5.47613064495108,-0.4,-0.4,5895645.83,4381924.84,12096.73,2479496873,1.7,112.207857278738,120.5,121.57,121.37,10038.7800829876,4892652.14107884,3636452.14937759
2018-04-30,-5.59548380780236,-0.4,-0.4,5908299.63,4394614.74,12612.11,1910767311,2.1,114.564222281592,120.8,122.07,121.86,10440.488410596,4890976.51490066,3637926.10927152
2018-05-31,-6.13477542671893,-0.4,-0.4,5919377.77,4416233.9,12604.89,2284934327,-1.7,112.616630502805,122,122.83,122.63,10331.8770491803,4851948.99180328,3619863.85245902
2018-06-30,-6.34085360677658,-0.4,-0.4,5950290.73,4431776.39,12306,2423607007,0.8,113.517563546827,122.1,122.97,122.76,10078.6240786241,4873292.98116298,3629628.49303849
2018-07-31,-6.29015648675398,-0.4,-0.4,5963060.97,4452475.62,12805.5,2027563226,0,113.517563546827,123,122.69,122.48,10410.9756097561,4848017.04878049,3619898.87804878
2018-08-31,-6.40172405680449,-0.4,-0.4,5975183.01,4437173.93,12364.06,1883702124,-0.3,113.177010856187,123.1,122.88,122.67,10043.9155158408,4853926.08448416,3604527.96913079
2018-09-30,-6.22177624995066,-0.4,-0.4,5986933.16,4446401.12,12246.73,2173022245,0.1,113.290187867043,123.2,123.36,123.16,9940.5275974026,4859523.66883117,3609091.81818182
2018-10-31,-6.17450060763355,-0.4,-0.4,6002505.54,4459197.44,11447.51,2382619671,0.7,114.083219182112,123.3,123.67,123.46,9284.27412814274,4868212.11678832,3616542.93592863
2018-11-30,-6.23586806728265,-0.4,-0.4,6023063.35,4482411.5,11257.24,2180746816,-0.1,113.96913596293,121.9,122.98,122.78,9234.81542247744,4940987.16160787,3677121.82116489
2018-12-31,-6.15429507308721,-0.4,-0.4,6029194.34,4478880.98,10558.96,1967055802,0.4,114.425012506782,122.1,122.92,122.72,8647.79688779689,4937915.1023751,3668207.19082719
2019-01-31,-6.33975205403154,-0.4,-0.4,6032361.29,4486959.29,11173.1,2070961359,1.1,115.683687644356,121,121.65,121.45,9233.96694214876,4985422.55371901,3708230.81818182
2019-02-28,-6.2922112026096,-0.4,-0.4,6038439.17,4502412.81,11515.64,1746304718,0.4,116.146422394934,121.6,122.03,121.83,9470.09868421053,4965821.68585526,3702642.11348684
2019-03-31,-6.60259240383644,-0.4,-0.4,6057570.92,4512524.68,11526.04,2068056384,0.3,116.494861662119,122.2,123.28,123.07,9432.11129296236,4957095.6792144,3692737.05400982
2019-04-30,-6.44305467166593,-0.4,-0.4,6072817.82,4532442.38,12344.08,1842059048,0.3,116.844346247105,123.3,124.17,123.96,10011.4193025142,4925237.48580697,3675946.78021087
2019-05-31,-6.8278500739191,-0.4,-0.4,6089912.78,4554036.76,11726.84,2288978948,-2.1,114.390614975916,123.6,124.33,124.13,9487.73462783172,4927113.89967638,3684495.7605178
2019-06-30,-7.08685380646673,-0.4,-0.4,6122455.04,4565344.32,12398.8,1958110745,3,117.822333425193,124,124.53,124.32,9999.03225806452,4937463.74193548,3681729.29032258
2019-07-31,-7.34320121955638,-0.4,-0.4,6141320.22,4589545.35,12189.04,2003859101,-0.3,117.468866424918,124.5,123.95,123.74,9790.39357429719,4932787.3253012,3686381.80722892
2019-08-31,-7.82361873918939,-0.4,-0.4,6153012.5,4581145.25,11939.28,2185336437,-0.3,117.116459825643,124.3,124.12,123.91,9605.21319388576,4950130.73209976,3685555.30973451
2019-09-30,-7.71973219374641,-0.5,-0.443333333333333,6171335.65,4570160.08,12428.08,1911051677,0.8,118.053391504248,124.3,124.39,124.18,9998.45534995978,4964871.80209171,3676717.68302494
2019-10-31,-7.41863610468743,-0.5,-0.5,6187532.45,4585458.86,12866.79,2003564103,-1,116.872857589206,124.4,124.56,124.35,10343.078778135,4973900.68327974,3686060.17684887
2019-11-30,-7.17465093798105,-0.5,-0.5,6214251.8,4592321.95,13236.38,1598514394,0.5,117.457221877152,123.4,124.16,123.95,10726.4019448946,5035860.45380875,3721492.66612642
2019-12-31,-6.40367748185226,-0.5,-0.5,6228908.69,4567896.54,13249.01,1372865727,0.6,118.161965208415,124,124.55,124.35,10684.685483871,5023313.45967742,3683787.53225806
2020-01-31,-6.91294953630799,-0.5,-0.5,6236436.31,4577394.21,12981.97,1766265644,0.2,118.398289138831,123,123.31,123.1,10554.4471544715,5070273.42276423,3721458.70731707
2020-02-29,-7.33916116660209,-0.5,-0.5,6248426.37,4581415.81,11890.35,2231747396,0.5,118.990280584526,123.7,123.53,123.32,9612.24737267583,5051274.34923201,3703650.61438965
2020-03-31,-6.99944464599756,-0.5,-0.5,6243686.77,4704433.21,9935.84,4794863093,-1.3,117.443406936927,123.8,124.19,123.99,8025.71890145396,5043365.726979,3800026.82552504
2020-04-30,-7.2735035501309,-0.5,-0.5,6234829.71,4778777.22,10861.64,2499808796,-5.4,111.101462962333,124.3,124.55,124.35,8738.24617860016,5015953.10539019,3844551.26307321
2020-05-31,-7.14149664691148,-0.5,-0.5,6255092.59,4833610.09,11586.85,2211890894,11.3,123.655928277076,124.2,124.43,124.23,9329.18679549114,5036306.4331723,3891795.56360709
2020-06-30,-7.36162479736333,-0.5,-0.5,6284709.2,4838758.26,12310.93,2802075082,-0.5,123.037648635691,125.1,124.86,124.66,9840.87130295764,5023748.36131095,3867912.27817746
2020-07-31,-7.53525126536995,-0.5,-0.5,6299644.4,4853798.64,12313.36,1793669653,0.3,123.406761581598,124.5,124.42,124.21,9890.24899598393,5059955.34136546,3898633.44578313
2020-08-31,-7.18028119547045,-0.5,-0.5,6308422.75,4850661.37,12945.38,1335493483,1.7,125.504676528485,124.2,123.9,123.69,10423.0112721417,5079245.37037037,3905524.45249597
2020-09-30,-7.62373771005252,-0.5,-0.5,6339720.79,4830824.48,12760.73,1726349786,-0.8,124.500639116257,123.9,124,123.79,10299.217110573,5116804.51170299,3898970.52461663
2020-10-31,-7.80726432613387,-0.5,-0.5,6364587.28,4840583.11,11556.48,1643479585,2.5,127.613155094164,123.8,124.23,124.02,9334.79806138934,5141023.65105008,3910002.51211632
2020-11-30,-7.72638109284991,-0.5,-0.5,6389172.24,4851418.73,13291.16,0,0.8,128.634060334917,122.5,123.81,123.6,10849.9265306122,5215650.80816326,3960341.82040816
2020-12-31,-7.68276720265878,-0.5,-0.5,6409019.92,4821094.26,13718.78,0,-4.6,122.716893559511,123.3,124.21,124.01,11126.3422546634,5197907.47769667,3910052.11678832
2021-01-31,-7.35209400443689,-0.5,-0.5,6411929.92,4819804.73,13432.87,0,-9.3,111.304222458476,125,124.42,124.22,10746.296,5129543.936,3855843.784
2021-02-28,-6.23377688201489,-0.5,-0.5,6420881.69,4830532.46,13786.29,0,3.3,114.977261799606,125.7,124.68,124.48,10967.6133651551,5108099.99204455,3842905.69610183
2021-03-31,-6.38291083619529,-0.5,-0.5,6441416.79,4883082.98,15008.34,0,10,126.474987979567,126.2,125.85,125.64,11892.5039619651,5104133.74801902,3869320.90332805
2021-04-30,-6.13540099342096,-0.5,-0.5,6453186.47,4860161.81,15135.91,0,-5.8,119.139438676752,126.8,126.57,126.36,11936.8375394322,5089263.77760252,3832935.18138801
2021-05-31,-6.03759909765511,-0.5,-0.5,6477814.43,4859955.84,15421.13,0,3.4,123.190179591761,127.2,126.9,126.69,12123.5298742138,5092621.4072327,3820720
2021-06-30,-6.05759657132146,-0.5,-0.5,6521320.23,4860167.17,15531.04,0,5,129.349688571349,127.6,127.23,127.03,12171.6614420063,5110752.53134796,3808908.44043887
2021-07-31,-6.66477830109103,-0.5,-0.5,6546712.25,4873556.81,15544.39,0,-4.7,123.270253208496,128.4,127.13,126.91,12106.222741433,5098685.5529595,3795604.99221184
2021-08-31,-6.6399121054324,-0.5,-0.5,6559179.36,4858781.32,15835.09,0,1.7,125.36584751304,128.5,127.57,127.35,12323.0272373541,5104419.73540856,3781152.77821012
2021-09-30,-5.8174588058183,-0.5,-0.5,6580868.47,4869702.35,15260.69,0,-2.1,122.733164715266,128.8,128.17,127.95,11848.3618012422,5109369.93012422,3780824.80590062
2021-10-31,-4.77469473145029,-0.5,-0.5,6603089.18,4899772.93,15688.77,0,1.9,125.065094844857,129.6,129.26,129.04,12105.5324074074,5094976.2191358,3780688.98919753
2021-11-30,-5.36053164487344,-0.5,-0.5,6635905.64,4932836.46,15100.13,0,1.9,127.441331646909,129.8,129.83,129.62,11633.3821263482,5112408.0431433,3800336.25577812
2021-12-31,-5.26459465677403,-0.5,-0.5,6645190.21,4985989.86,15884.86,0,-1.7,125.274829008911,130.2,130.39,130.17,12200.3533026114,5103832.7265745,3829485.29953917
2022-01-31,-5.00699197248254,-0.5,-0.5,6611373.81,4851691.87,15471.2,0,1.6,127.279226273054,131.4,130.78,130.56,11774.1248097412,5031486.91780822,3692307.35920852
2022-02-28,-5.28790821198984,-0.5,-0.5,6629279.87,4863622.59,14461.02,0,0.2,127.5337847256,132.5,132.01,131.79,10913.9773584906,5003230.09056604,3670658.55849057
2022-03-31,-4.13163446814844,-0.5,-0.5,6661639.09,4899689.39,14414.75,0,-0.5,126.896115801972,135.8,135.22,135,10614.6907216495,4905477.97496318,3608018.69661267
2022-04-30,-3.55172151206725,-0.5,-0.5,6685697.08,4938650.99,14097.88,0,-3.2,122.835440096309,136.8,136.01,135.77,10305.4678362573,4887205.46783626,3610124.99269006
2022-05-31,-3.07868015546432,-0.5,-0.5,6716382.43,4969199.44,14388.35,0,-0.3,122.46693377602,138.3,137.14,136.89,10403.7237888648,4856386.42805495,3593058.16341287
2022-06-30,-0.949178316009352,-0.5,-0.5,6757610.29,5011982.88,12783.77,0,-2.3,119.650194299172,138.2,138.26,138,9250.19536903039,4889732.48191028,3626615.68740955
2022-07-31,-1.5786254054644,0,-0.419354838709677,6780971.41,5067223.03,13484.05,0,1.3,121.205646825061,139.2,138.43,138.16,9686.81752873563,4871387.50718391,3640246.4295977
2022-08-31,-0.725336207901446,0,0,6792766.01,5106748.41,12834.96,0,-0.5,120.599618590935,139.8,139.26,139,9180.94420600858,4858917.03147353,3652895.8583691
2022-09-30,NA,0.75,0.425,6813154.17,5129407.82,12114.36,0,1.2,122.046814014027,142.9,140.92,140.66,8477.50874737579,4767777.58572428,3589508.62141358
2022-10-31,NA,0.75,0.75,6824847.86,5155680.76,13253.74,0,-2.9,118.50745640762,144.6,143,142.75,9165.79529737206,4719811.79806362,3565477.70401106
2022-11-30,NA,1.5,1.475,6844747.15,5159176.6,14397.04,0,0.8,119.455516058881,144.5,142.91,142.65,9963.34948096886,4736849.23875433,3570364.42906574
2022-12-31,NA,2,1.67741935483871,6839459.93,5121306.59,13923.59,0,-1.1,118.141505382233,142.7,142.41,142.15,9757.24597056762,4792894.134548,3588862.36159776
2023-01-31,NA,2,2,6852962.11,5136500.53,15128.27,0,0.8,119.086637425291,143.5,142.12,141.85,10542.3484320557,4775583.35191638,3579442.87804878
2023-02-28,NA,2.5,2.375,6848915.81,5137856.39,15365.14,0,-0.1,118.967550787866,144.9,143.26,142.99,10603.961352657,4726649.97239476,3545794.61007591
2023-03-31,NA,3,2.66129032258065,6857255.4,5140723.11,15628.84,0,-1.8,116.826134873684,146.3,144.56,144.29,10682.7341079973,4687119.20710868,3513823.04169515
2023-04-30,NA,3,3,6856440.44,5146006.34,15922.38,0,0.6,117.527091682926,147.2,145.48,145.2,10816.8342391304,4657907.9076087,3495928.2201087
2023-05-31,NA,3.25,3.17741935483871,6860491.2,5145517.83,15664.02,0,2.3,120.230214791634,147,145.52,145.25,10655.7959183673,4667000.81632653,3500352.26530612
2023-06-30,NA,3.5,3.33333333333333,6878905.16,5144212.95,16147.9,0,-1,119.027912643717,147.5,145.9,145.62,10947.7288135593,4663664.51525424,3487602
2023-07-31,NA,3.5,3.5,6873297.49,5156724.88,16446.83,0,0,119.027912643717,148.3,145.76,145.49,11090.24275118,4634725.21240728,3477225.13823331
2023-08-31,NA,3.75,3.74193548387097,6868800.18,5116647.24,15947.08,0,-1.1,117.718605604636,148.8,146.56,146.29,10717.123655914,4616129.15322581,3438607.01612903
